PREFIXO,MANTENEDOR,PREFIXO AN,NOME DA ES,DE,ATE,LATITUDE,LONGITUDE,MUNICIPIO,MUNICIPI_1,BACIA HIDR,Nome UGHRI,N_UGRHI,Nome SUBUG,N_SUBUGRHI,REDE,PROPRIETAR,TIPO DE PO,AREA (Km2),BTL,cia_amb,COBACIA,OBS,TEMPO DE T,STATUS PCD,ULTIMA TRA,CONVENCION,LOGGER,TELEMETRIC,NIVEL,VAZAO,FICHA DE INSPECAO,ULTIMA DATA FI,FICHA DESCRITIVA,ULTIMA_ATUALIZACAO_FD,AQUIFERO,ALTIMETRIA
C9-002,,,PRESIDENTE EPITÁCIO (EFS),"1936","1957",-21.75,-52.12,PRESIDENTE EPITÁCIO,Presidente Epitacio,R. PARANÁ,Pontal do Paranapanema,"22",Rio Santo Anastácio,22_5,,SPÁguas,PLU,,2° BPAmb,"2300","865312",MUITAS FALHAS,,,,,,,,,,,,,,
C9-003,,,PORTO TIBIRIÇA (SNBP),"1938","1964",-21.76666667,-52.18,PRESIDENTE EPITÁCIO,,R. PARANÁ,,,,,,SPÁguas,PLU,,,,"865193",,,,,,,,,,,,,,,
C9-006,,,PRESIDENTE EPITÁCIO,"1970","2000",-21.76666667,-52.12,PRESIDENTE EPITÁCIO,Presidente Epitacio,R. PARANÁ,Pontal do Paranapanema,"22",Rio Santo Anastácio,22_5,,SPÁguas,PLU,,2° BPAmb,"2300","865312",,,,,,,,,,,,,,,
C9-007,,,FAZENDA SUL MINEIRA,"1972","2001",-21.91666667,-52.22,PRESIDENTE EPITÁCIO,Presidente Epitacio,R. PARANÁ,Pontal do Paranapanema,"22",Rio Santo Anastácio,22_5,,SPÁguas,PLU,,2° BPAmb,"2300","8651761",,,,,,,,,,,,,,,
D1-001,,"2244133",BANANAL,"1937","2025",-22.68333333,-44.38,BANANAL,Bananal,R. BANANAL,Paraíba do Sul,"2",,2_5,,SPÁguas,PLU,,3° BPAmb,"3400","7789443",PARALISADO DE FEV/2019 A SET/2022,,ATIVO,,"-",,,,,,,,,,
D1-002,,,FAZENDA JARDIM,"1940","1953",-22.75,-44.82,AREIAS,Silveiras,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895522",,,,,,,,,,,,,,,
D1-003,,,SÃO JOSÉ DO BARREIRO,"1943","2002",-22.65,-44.7,SÃO JOSÉ DO BARREIRO,Areias,R. PARAÍBA DO SUL,Paraíba do Sul,"2",,2_5,,SPÁguas,PLU,,3° BPAmb,"3400","77895376",,,,,,,,,,,,,,,
D1-005,FCTH,,CAMPOS DE CUNHA,"1960","2000",-22.91666667,-44.98,CUNHA,Cunha,R.DAS SETE CABEÇAS,Paraíba do Sul,"2",Alto Paraíba,2_1,,SPÁguas,PLU,,3° BPAmb,"3400","7789995",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP -APARELHO NÃO CADASTRADO - FOI REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
D1-006,,,CRUZEIRO,"1937","2000",-22.58333333,-45.18,CRUZEIRO,Piquete,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789545",,,,,,,,,,,,,,,
D1-008,,,TUNEL,"1956","1998",-22.5,-45.02,CRUZEIRO,Cruzeiro,RIB. PASSA-VINTE,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789542",,,,,,,,,,,,,,,
D1-009,,,QUELUZ,"1956","1995",-22.53333333,-44.92,QUELUZ,Lavrinhas,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","778953794",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
D1-010,,,BAIRRO DA USINA,"1960","1969",-22.65,-44.7,SÃO JOSÉ DO BARREIRO,Areias,RIB. DO BARREIRO,Paraíba do Sul,"2",,2_5,,SPÁguas,PLU,,3° BPAmb,"3400","77895376",,,,,,,,,,,,,,,
D1-013,,,ARAPEÍ,"1969","1996",-22.66666667,-44.54,ARAPEÍ,Sao Jose do Barreiro,R. PARAÍBA DO SUL,Paraíba do Sul,"2",,2_5,,SPÁguas,PLU,,3° BPAmb,"3400","7789536",,,,,,,,,,,,,,,
D1-019,,,AREIAS,"1970","1995",-22.58333333,-44.84,AREIAS,Queluz,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","778953793",,,,,,,,,,,,,,,
D1-020,,"2244007",SILVEIRAS,"1969","2025",-22.66888889,-45.02138889,SILVEIRAS,Cachoeira Paulista,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895531",FALHAS NO PERÍODO,,ATIVO,,"-",,,,,,,,,,
D1-021,,,USINA BOCAINA,"1969","2001",-22.73333333,-45.1,CACHOEIRA PAULISTA,Lorena,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895535",,,,,,,,,,,,,,,
D1-022,,,FAZENDA SANTA ISABEL,"1970","2000",-22.76666667,-44.84,AREIAS,Silveiras,R. PARAITINGA,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895522",,,,,,,,,,,,,,,
D1-023,,,XADREZ,"1969","1995",-22.81666667,-45.04,SILVEIRAS,Lorena,R. PARAITINGA,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895532",,,,,,,,,,,,,,,
D1-024,,,CAPETINGA,"1969","1996",-22.85,-44.94,CUNHA,Lorena,R. PARAITINGA,Paraíba do Sul,"2",Alto Paraíba,2_1,,SPÁguas,PLU,,3° BPAmb,"3400","7789994",,,,,,,,,,,,,,,
D1-025,,,VARGEM DO TANQUE,"1972","2000",-22.93333333,-45.1,CUNHA,Guaratingueta,R. PARAITINGA,Paraíba do Sul,"2",Alto Paraíba,2_1,,SPÁguas,PLU,,3° BPAmb,"3400","77899912",,,,,,,,,,,,,,,
D1-026,,,BOCAINA,"1982","2016",-22.805,-44.56722222,BANANAL,Sao Jose do Barreiro,R. PACA GRANDE,Paraíba do Sul,"2",,2_5,,SPÁguas,PLU,,3° BPAmb,"3400","7793927",FALHAS: DE 2008 A 2015 E OUTRAS,,,,,,,,,,,,,,
D1-027,,,FAZENDA VARGEM GRANDE,"1984","2002",-22.7,-44.82,AREIAS,Silveiras,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895522",,,,,,,,,,,,,,,
D1-028,,,PINHEIROS,"1985","2000",-22.53333333,-45.06,LAVRINHAS,Cruzeiro,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789542",,,,,,,,,,,,,,,
D2-001,IPT,"2245018",VILA CAPIVARI,"1936","2025",-22.73138889,-45.69055556,CAMPOS DO JORDÃO,Sao Bento do Sapucai,RIB. CAPIVARI,Mantiqueira,"1",Lageado,1_2,,SPÁguas,PLU,,3° BPAmb,"3400","8688876",LOGGER (FCTH) - FALHAS NO PERÍODO,,ATIVO,,"-",L,,,,,,,,,
D2-002,,,GUARATINGUETÁ,"1940","1965",-22.8,-45.2,GUARATINGUETÁ,Guaratingueta,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789556",,,,,,,,,,,,,,,
D2-003,,,PIRACUAMA (EFCJ),"1936","1953",-22.85,-45.7,PINDAMONHANGABA,Santo Antonio do Pinhal,R. PIRACUAMA,Mantiqueira,"1",Lageado,1_2,,SPÁguas,PLU,,3° BPAmb,"3400","8688893",,,,,,,,,,,,,,,
D2-004,,,EUGÊNIO LÉFRÈVE,"1936","2000",-22.83333333,-45.76,PINDAMONHANGABA,Santo Antonio do Pinhal,R. PIRACUAMA,Mantiqueira,"1",Lageado,1_2,,SPÁguas,PLU,,3° BPAmb,"3400","8688893",,,,,,,,,,,,,,,
D2-005,,,USINA DO FOJO,"1937","1997",-22.71666667,-45.64,CAMPOS DO JORDÃO,Sao Bento do Sapucai,RIB. CAPIVARI,Mantiqueira,"1",Lageado,1_2,,SPÁguas,PLU,,3° BPAmb,"3400","8688876",,,,,,,,,,,,,,,
D2-006,,,ROSEIRA (GRUPO ESCOLAR),"1937","1971",-22.9,-45.36,ROSEIRA,Pindamonhangaba,RIB. PIRAPITINGUI,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","77895591",,,,,,,,,,,,,,,
D2-007,,,APARECIDA,"1940","1997",-22.81666667,-45.28,APARECIDA,Guaratingueta,R. PARAÍBA DO SUL,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","77895571",,,,,,,,,,,,,,,
D2-008,,,FAZENDA SÃO JOSÉ,"1957","1973",-22.7,-45.16,LORENA,Lorena,RIB. DOS MACACOS,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895535",,,,,,,,,,,,,,,
D2-009,,,BRUMADO,"1956","2006",-22.9,-45.18,GUARATINGUETÁ,Guaratingueta,RIB. SÃO GONCALO,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","778955523",FALHAS NO PERÍODO,,,,,,,,,,,,,,
D2-010,,,CACHOEIRA PAULISTA (DNAEE),"1940","1970",-22.66666667,-45.02,CACHOEIRA PAULISTA,Cachoeira Paulista,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895531",,,,,,,,,,,,,,,
D2-012,,,PINDAMONHANGABA (DNAEE),"1938","1969",-22.93333333,-45.56,PINDAMONHANGABA,Tremembe,R. PARAÍBA DO SUL,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","7789574",,,,,,,,,,,,,,,
D2-013,FCTH,,CACHOEIRA PAULISTA,"1955","2000",-22.66138889,-45.01222222,CACHOEIRA PAULISTA,Cachoeira Paulista,RIB. DAS PITAS,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895531",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - FOI REGISTRADOR MECÂNICO - SEM OBSERVADOR -  ESTAÇÃO MISTA 2D-013,,,,,,,,,,,,,,
D2-014,,,PINDAMONHANGABA,"1956","1995",-22.9,-45.52,PINDAMONHANGABA,Pindamonhangaba,R. PARAÍBA DO SUL,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","77895593",,,,,,,,,,,,,,,
D2-015,,,COLÔNIA PIAGUI,"1957","2002",-22.73333333,-45.24,GUARATINGUETÁ,Guaratingueta,R. PIAGUI,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789554",,,,,,,,,,,,,,,
D2-016,,,CACHOEIRA DO DIAMANTE,"1938","1950",-22.63333333,-45.58,CAMPOS DO JORDÃO,Sao Bento do Sapucai,R. SAPUCAÍ,Mantiqueira,"1",Sapucaí-Guaçu,1_1,,SPÁguas,PLU,,3° BPAmb,"3400","8688994",,,,,,,,,,,,,,,
D2-017,,,FAZENDA VITÓRIA,"1957","1971",-22.83333333,-45.2,GUARATINGUETÁ,Guaratingueta,RIB. SÃO GONCALO,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895554",,,,,,,,,,,,,,,
D2-018,,,PINDAMONHANGABA (EMSA),"1937","1971",-22.96666667,-45.54,PINDAMONHANGABA,Tremembe,R. PARAÍBA DO SUL,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","77895751",,,,,,,,,,,,,,,
D2-019,,,EMILIO RIBAS (INEMET),"1940","1968",-22.75,-45.8,CAMPOS DO JORDÃO,,RIB. CAPIVARI,,,,,,SPÁguas,PLU,,,,,,,,,,,,,,,,,,,
D2-020,IPT,"2245054",MONTEIRO LOBATO,"1939","2025",-22.92666667,-45.98944444,MONTEIRO LOBATO,Sao Jose dos Campos,RIB. BUQUIRA,Paraíba do Sul,"2",Usina Santa Branca/ Rio Porangaba,2_2,,SPÁguas,PLU,,3° BPAmb,"3400","778969",,,ATIVO,,O,,,,,,,,,,
D2-021,,,SÃO FRANCISCO XAVIER,"1939","2001",-22.91666667,-46.16,SÃO JOSÉ DOS CAMPOS,Joanopolis,R. JAGUARI,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,PLU,,5° BPAmb,"5100","8666491",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
D2-022,,,ROCINHA,"1964","1994",-22.9,-45.1,GUARATINGUETÁ,Guaratingueta,R. PARAITINGA,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","778955522",,,,,,,,,,,,,,,
D2-023,,,PILÕES (DNAEE),"1940","1961",-22.7,-45.34,GUARATINGUETÁ,Guaratingueta,R. PIAGUI,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789554",,,,,,,,,,,,,,,
D2-024,,,BAIRRO ÁGUA SANTA,"1960","1971",-22.66666667,-45.68,CAMPOS DO JORDÃO,Sao Bento do Sapucai,R. SAPUCAÍ,Mantiqueira,"1",Lageado,1_2,,SPÁguas,PLU,,3° BPAmb,"3400","8688875",,,,,,,,,,,,,,,
D2-025,FCTH,,ESTRADA DE CUNHA,"0","0",-22.995,-45.05055556,CUNHA,Cunha,R. PARAITINGA,Paraíba do Sul,"2",Alto Paraíba,2_1,,SPÁguas,PLU,,3° BPAmb,"3400","77899911",LOGGER (FCTH) / TELEMETRIA SATÉLITE / SAISP - SEM OBSERVADOR,,,,,,,,,,,,,,
D2-026,,,SÃO BENEDITO,"1943","2000",-22.86666667,-45.94,MONTEIRO LOBATO,Sao Jose dos Campos,RIB. BUQUIRA,Paraíba do Sul,"2",Usina Santa Branca/ Rio Porangaba,2_2,,SPÁguas,PLU,,3° BPAmb,"3400","778969",,,,,,,,,,,,,,,
D2-028,,,RIO PRETO,"1943","1998",-22.81666667,-45.88,SANTO ANTÔNIO DO PINHAL,,R. SAPUCAÍ-MIRIM,,,,,,SPÁguas,PLU,,,,,,,,,,,,,,,,,,,
D2-029,IPT,"2245029",ZÉ DA ROSA,"1943","2025",-22.77416667,-45.83472222,SANTO ANTÔNIO DO PINHAL,,R. SAPUCAÍ-MIRIM,,,,,,SPÁguas,PLU,,,,,LOGGER (FCTH),,ATIVO,,O,L,,,,,,,,,
D2-030,,,ALTO DE CAMPOS,"1943","1971",-22.73333333,-45.78,CAMPOS DO JORDÃO,,R. SAPUCAÍ-MIRIM,,,,,,SPÁguas,PLU,,,,,,,,,,,,,,,,,,,
D2-031,,,FAZENDA PALMEIRAS,"1957","1999",-22.83333333,-45.2,GUARATINGUETÁ,Guaratingueta,R. PEDRAS,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895554",,,,,,,,,,,,,,,
D2-032,,,FAZENDA SERRO ALTO,"1957","1972",-22.81666667,-45,LORENA,Lorena,RIB. CANAS,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895532",,,,,,,,,,,,,,,
D2-033,,,GUARATINGUETÁ (DNAEE),"1938","1969",-22.8,-45.22,GUARATINGUETÁ,Guaratingueta,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789556",,,,,,,,,,,,,,,
D2-034,,,FAZENDA TRÊS BARRAS,"1957","1995",-22.85,-45.08,LORENA,Lorena,RIB. TABUÃO,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895536",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
D2-035,IPT,"2245020",LORENA,"1957","2025",-22.73,-45.10388889,LORENA,Lorena,CÓRR. COATINGA,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895535",,,ATIVO,,O,L,TF,,,,,,,,
D2-036,,,SÃO BENTO DO SAPUCAÍ (PREFEITURA),"1946","1960",-22.68333333,-45.88,SÃO BENTO DO SAPUCAÍ,,R. SAPUCAÍ-MIRIM,,,,,,SPÁguas,PLU,,,,,,,,,,,,,,,,,,,
D2-037,,,FAZENDA SANTO ANTÔNIO,"1957","2000",-22.75,-45.06,LORENA/CANAS,Canas,RIB. CANAS,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895532",,,,,,,,,,,,,,,
D2-038,,,GUARATINGUETÁ (EPA),"1946","1949",-22.8,-45.22,GUARATINGUETÁ,Guaratingueta,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789556",,,,,,,,,,,,,,,
D2-039,,,SÃO BENTO DO SAPUCAÍ (FAZ. ESTADO),"1946","1986",-22.68333333,-45.9,SÃO BENTO DO SAPUCAÍ,,R. SAPUCAÍ-MIRIM,,,,,,SPÁguas,PLU,,,,,,,,,,,,,,,,,,,
D2-040,,,BAIRRO DO CANINHAS,"1957","1971",-22.7,-45.04,CACHOEIRA PAULISTA,Canas,RIB. CANINHAS,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895531",,,,,,,,,,,,,,,
D2-041,,,SANTA RITA DO MASSAIM,"1945","1999",-22.9,-45.58,PINDAMONHANGABA,Tremembe,R. PARAÍBA DO SUL,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","7789572",,,,,,,,,,,,,,,
D2-042,,,FAZENDA DA GUARDA,"1941","1971",-22.7,-45.58,CAMPOS DO JORDÃO,Campos do Jordao,R. SAPUCAÍ,Mantiqueira,"1",Sapucaí-Guaçu,1_1,,SPÁguas,PLU,,3° BPAmb,"3400","8688996",,,,,,,,,,,,,,,
D2-059,,,BAIRRO DA BOA VISTA,"1957","1971",-22.83333333,-45.24,GUARATINGUETÁ,Aparecida,RIB. DOS MOTAS,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","77895571",,,,,,,,,,,,,,,
D2-060,,,FAZENDA SÃO JOÃO,"1957","1999",-22.93333333,-45.38,ROSEIRA,Pindamonhangaba,RIB. PIRAPITINGUI,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","77895591",,,,,,,,,,,,,,,
D2-061,,,USINA DO VATICANO,"1957","1971",-22.98333333,-45.34,ROSEIRA,Pindamonhangaba,RIB. PIRAPITINGUI,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","77895591",,,,,,,,,,,,,,,
D2-062,,,HARAS MONDESIR,"1957","1996",-22.76666667,-45.14,LORENA,Lorena,RIB. TABUÃO,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895537",,,,,,,,,,,,,,,
D2-063,,,FAZENDA SANTO ANTÔNIO,"1957","1996",-22.7,-45.34,GUARATINGUETÁ,Guaratingueta,R. PIAGUI,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789554",,,,,,,,,,,,,,,
D2-064,,,FAZENDA SANTA MARIA,"1957","1972",-22.9,-45.16,GUARATINGUETÁ,Guaratingueta,RIB. DAS PEDRAS,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","778955523",,,,,,,,,,,,,,,
D2-065,,,BONFIM,"1957","2011",-22.95,-45.3,APARECIDA,Roseira,RIB. DOS MOTAS,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","77895574",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
D2-066,,,FAZENDA SANTO ANTONIO,"1957","1971",-22.9,-45.22,GUARATINGUETÁ,Aparecida,RIB. SÃO GONCALO,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895554",,,,,,,,,,,,,,,
D2-067,,,PIRACUAMA,"1957","1995",-22.85,-45.7,PINDAMONHANGABA,Santo Antonio do Pinhal,R. PIRACUAMA,Mantiqueira,"1",Lageado,1_2,,SPÁguas,PLU,,3° BPAmb,"3400","8688893",,,,,,,,,,,,,,,
D2-068,,,PICO DO ITAPEVA,"1957","2009",-22.76666667,-45.62,PINDAMONHANGABA,Campos do Jordao,R. PIRACUAMA,Mantiqueira,"1",Lageado,1_2,,SPÁguas,PLU,,3° BPAmb,"3400","86888921",,,,,,,,,,,,,,,
D2-069,,,BAIRRO DOS LEMES,"1957","1999",-22.71666667,-45.3,GUARATINGUETÁ,Guaratingueta,R. PIAGUI,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789556",,,,,,,,,,,,,,,
D2-070,,,PINDAMONHANGABA,"1957","2000",-22.93333333,-45.52,PINDAMONHANGABA,Pindamonhangaba,RIB. DO PINHÃO,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","7789561",,,,,,,,,,,,,,,
D2-071,,,BELA VISTA,"1957","1997",-22.96666667,-45.5,PINDAMONHANGABA,Pindamonhangaba,RIB. ÁGUA PRETA,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","7789561",,,,,,,,,,,,,,,
D2-072,,,FAZENDA SAPUCÁIA,"1957","2010",-22.81666667,-45.44,PINDAMONHANGABA,Pindamonhangaba,RIB. GRANDE,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","7789558",,,,,,,,,,,,,,,
D2-073,,,MALACACHETA,"1957","1971",-23.05,-45.5,TAUBATÉ,Taubate,RIB. DO PINHÃO,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","7789561",,,,,,,,,,,,,,,
D2-074,,,HORTO FLORESTAL,"1958","1994",-22.98333333,-45.46,PINDAMONHANGABA,Pindamonhangaba,RIB. IPIRANGA,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","77895592",,,,,,,,,,,,,,,
D2-075,,,FAZENDA VERA CRUZ,"1958","1999",-22.76666667,-45.54,PINDAMONHANGABA,Pindamonhangaba,RIB. GRANDE,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","7789572",,,,,,,,,,,,,,,
D2-076,,,CAPITUVA,"1957","2022",-22.74083333,-45.27361111,GUARATINGUETÁ,Guaratingueta,RIB. GUARATINGUETA,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789556",FALHAS NO PERÍODO,,,,,,,,,,,,,,
D2-077,,,FAZENDA MONTE VERDE,"1957","2002",-22.71666667,-45.42,GUARATINGUETÁ,Guaratingueta,RIB. GUARATINGUETA,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789556",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
D2-078,,,REPRESA,"1961","1999",-22.6,-45.26,PIQUETE,Piquete,RIB. PIQUETE,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789545",,,,,,,,,,,,,,,
D2-079,,,FAZENDA NATAL,"1958","2001",-22.78333333,-45.42,GUARATINGUETÁ,Pindamonhangaba,RIB. DOS BUENOS,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","77895572",,,,,,,,,,,,,,,
D2-080,,,PIQUETE,"1961","1998",-22.6,-45.22,PIQUETE,Piquete,RIB. BENFICA,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789545",,,,,,,,,,,,,,,
D2-081,,,POLDER 1,"1966","1971",-22.71666667,-45.1,LORENA,Lorena,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895533",,,,,,,,,,,,,,,
D2-082,,,FAZENDA MORRO GRANDE,"1969","1978",-22.86666667,-45.78,TREMEMBÉ,Monteiro Lobato,R. PIRACUAMA,Paraíba do Sul,"2",Usina Santa Branca/ Rio Porangaba,2_2,,SPÁguas,PLU,,3° BPAmb,"3400","7789583",,,,,,,,,,,,,,,
D2-083,,,BREJETUBA,"1972","1997",-22.55,-45.06,CRUZEIRO,Cruzeiro,RIB. PASSA-VINTE,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789542",,,,,,,,,,,,,,,
D2-084,,,EMBAÚ,"1969","2000",-22.6,-45.04,CACHOEIRA PAULISTA,Cachoeira Paulista,RIB. EMBAÚ,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789543",,,,,,,,,,,,,,,
D2-085,,,FAZ. SANTANA,"0","0",-22.94694444,-46.10222222,SÃO JOSÉ DOS CAMPOS,Joanopolis,R. DO PEIXE,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,PLU,,5° BPAmb,"5100","866648","SEM OBSERVADOR, LOGGER PARALISADO",,,,,,,,,,,,,,
D2-086,FCTH,,LORENA / PIQUETE,"0","0",-22.69972222,-45.1425,LORENA,Lorena,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","77895535",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - SEM OBSERVADOR - ESTAÇÃO MISTA 2D-028,,,,,,,,,,,,,,
D2-087,FCTH,,VÁRZEA DO PARAÍBA,"0","0",-22.87777778,-45.42722222,PINDAMONHANGABA,Pindamonhangaba,R. PARAÍBA DO SUL,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","77895591",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - SEM OBSERVADOR - ESTAÇÃO MISTA 2D-025,,,,,,,,,,,,,,
D2-088,FCTH,,BAIRRO DO RIO COMPRIDO,"0","0",-22.79027778,-45.21222222,GUARATINGUETÁ,Guaratingueta,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Baixo Vale Paulista,2_4,,SPÁguas,PLU,,3° BPAmb,"3400","7789556",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - SEM OBSERVADOR - ESTAÇÃO MISTA 2D-006,,,,,,,,,,,,,,
D2-089,FCTH,,BARRAGEM DOS MOTAS,"0","0",-22.88777778,-45.26222222,APARECIDA,Aparecida,RIB. DOS MOTAS,Paraíba do Sul,"2",,2_3,,SPÁguas,PLU,,3° BPAmb,"3400","77895573",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - SEM OBSERVADOR - ESTAÇÃO MISTA 2D-067,,,,,,,,,,,,,,
